revision id, username, article size after edit (bytes),change in article size from edit (bytes), time of edit (seconds from first edit),time since last edit (seconds), URL to view diff, comments associated with edit,,,,,,,,,,,,,,,,,
619552065,Doc James,106649,1,382860447,152,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619552065&oldid=619551848,/* Vaccine */,,,,,,,,,,,,,,,,,
619552496,31.48.175.145,106616,-33,382860694,247,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619552496&oldid=619552065,/* Signs and symptoms */ relocate info,,,,,,,,,,,,,,,,,
619552663,31.48.175.145,106602,-14,382860781,87,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619552663&oldid=619552496,/* Hemorrhage */ ce,,,,,,,,,,,,,,,,,
619553259,Doc James,105633,-969,382861148,367,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619553259&oldid=619552663,/* Prevention */ organized,,,,,,,,,,,,,,,,,
619553579,Doc James,103999,-1634,382861324,176,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619553579&oldid=619553259,/* Experimental therapies */,,,,,,,,,,,,,,,,,
619553753,Doc James,105420,1421,382861411,87,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619553753&oldid=619553579,/* Vaccine */ moved,,,,,,,,,,,,,,,,,
619554336,Doc James,104441,-979,382861701,290,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619554336&oldid=619553753,/* Recent research */ discussed above,,,,,,,,,,,,,,,,,
619554836,Doc James,103716,-725,382861950,249,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619554836&oldid=619554336,/* Recent research */ trimmed,,,,,,,,,,,,,,,,,
619555225,Doc James,100162,-3554,382862174,224,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619555225&oldid=619554836,/* Experimental therapies */ moving,,,,,,,,,,,,,,,,,
619555316,Doc James,103684,3522,382862228,54,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619555316&oldid=619555225,/* Recent research */ moved,,,,,,,,,,,,,,,,,
619556799,86.161.89.75,103710,26,382863237,1009,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619556799&oldid=619555316,/* Prevention */,,,,,,,,,,,,,,,,,
619556807,ClueBot NG,103684,-26,382863243,6,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619556807&oldid=619556799,Reverting possible vandalism by [[Special:Contributions/86.161.89.75|86.161.89.75]] to version by Jmh649. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (1912491) (Bot),,,,,,,,,,,,,,,,
619558256,96.237.107.46,103680,-4,382864136,893,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619558256&oldid=619556807,,,,,,,,,,,,,,,,,,
619561645,31.48.175.145,103525,-155,382866424,2288,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619561645&oldid=619558256,/* Vaccine */ ce,,,,,,,,,,,,,,,,,
619561745,99.247.151.119,103797,272,382866496,72,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619561745&oldid=619561645,/* Vaccine */,,,,,,,,,,,,,,,,,
619563578,31.48.175.145,103529,-268,382867638,1142,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619563578&oldid=619561745,/* Vaccine */ replace some primary sources with recent MEDRS; rephrase sentence,,,,,,,,,,,,,,,,,
619563659,31.48.175.145,103549,20,382867684,46,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619563659&oldid=619563578,/* Treatment */ source,,,,,,,,,,,,,,,,,
619563753,31.48.175.145,103550,1,382867737,53,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619563753&oldid=619563659,/* Treatment */ oops,,,,,,,,,,,,,,,,,
619564339,31.48.175.145,103278,-272,382868063,326,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619564339&oldid=619563753,Undid revision 619561745 by [[Special:Contributions/99.247.151.119|99.247.151.119]] ([[User talk:99.247.151.119|talk]]) please source any biomedical content per Wikipedia's [[WP:MEDRS|reliable medical sourcing guidelines]] - thank you,,,,,,,,,,,,,,,,,
619564601,31.48.175.145,103296,18,382868215,152,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619564601&oldid=619564339,/* Vaccine */ more recent source,,,,,,,,,,,,,,,,,
619564672,31.48.175.145,103297,1,382868256,41,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619564672&oldid=619564601,/* Vaccine */ oops,,,,,,,,,,,,,,,,,
619568386,TylerDurden8823,103307,10,382870506,2250,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619568386&oldid=619564672,/* Vaccine */,,,,,,,,,,,,,,,,,
619568464,TylerDurden8823,103306,-1,382870548,42,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619568464&oldid=619568386,Removed extra period.,,,,,,,,,,,,,,,,,
619568638,TylerDurden8823,103310,4,382870655,107,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619568638&oldid=619568464,/* Vaccine */,,,,,,,,,,,,,,,,,
619568811,TylerDurden8823,103348,38,382870756,101,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619568811&oldid=619568638,/* Prognosis */,,,,,,,,,,,,,,,,,
619568899,TylerDurden8823,103347,-1,382870814,58,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619568899&oldid=619568811,/* Recent research */,,,,,,,,,,,,,,,,,
619569417,TylerDurden8823,103366,19,382871115,301,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619569417&oldid=619568899,Simpler language for accessibility purposes.,,,,,,,,,,,,,,,,,
619569551,TylerDurden8823,103363,-3,382871196,81,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619569551&oldid=619569417,Not all readers are familiar with the term necrosis/necroses. Tissue death will be understood by a wider audience.,,,,,,,,,,,,,,,,,
619569730,TylerDurden8823,103385,22,382871293,97,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619569730&oldid=619569551,Multi organ failure will also be better understood and is considered a synonym on its own Wikipedia page.,,,,,,,,,,,,,,,,,
619569853,TylerDurden8823,103382,-3,382871361,68,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619569853&oldid=619569730,/* Signs and symptoms */,,,,,,,,,,,,,,,,,
619570005,TylerDurden8823,103396,14,382871444,83,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619570005&oldid=619569853,Need a complete clause before a colon.,,,,,,,,,,,,,,,,,
619570143,TylerDurden8823,103389,-7,382871528,84,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619570143&oldid=619570005,Simplifying language again for reader accessibility.,,,,,,,,,,,,,,,,,
619570213,TylerDurden8823,103393,4,382871569,41,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619570213&oldid=619570143,This sounds a bit less awkward.,,,,,,,,,,,,,,,,,
619570467,TylerDurden8823,103429,36,382871709,140,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619570467&oldid=619570213,Renamed section to bleeding and changed another instance of the word hemorrhage to bleeding for aforementioned purposes.,,,,,,,,,,,,,,,,,
619570917,Doc James,103295,-134,382871964,255,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619570917&oldid=619570467,/* Prevention */ fixed copy and paste issue,,,,,,,,,,,,,,,,,
619571409,Doc James,103288,-7,382872199,235,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619571409&oldid=619570917,/* In the laboratory */,,,,,,,,,,,,,,,,,
619571778,Doc James,103523,235,382872371,172,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619571778&oldid=619571409,/* Transmission */ added,,,,,,,,,,,,,,,,,
619572050,CFCF,103453,-70,382872513,142,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619572050&oldid=619571778,copyedit of lede,,,,,,,,,,,,,,,,,
619572250,CFCF,103454,1,382872616,103,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619572250&oldid=619572050,spelling,,,,,,,,,,,,,,,,,
619572539,Doc James,103441,-13,382872779,163,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619572539&oldid=619572250,/* Transmission */ wording,,,,,,,,,,,,,,,,,
619572751,Doc James,103435,-6,382872898,119,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619572751&oldid=619572539,/* Risk factors */ moved,,,,,,,,,,,,,,,,,
619573240,Doc James,103365,-70,382873192,294,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619573240&oldid=619572751,/* Transmission */ moving content that is the same together,,,,,,,,,,,,,,,,,
619574462,Wrsa,103388,23,382873882,690,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619574462&oldid=619573240,Bushmeat, red link, copy edit,,,,,,,,,,,,,,,
619574517,CFCF,103360,-28,382873912,30,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619574517&oldid=619574462,,,,,,,,,,,,,,,,,,
619574597,CFCF,103355,-5,382873964,52,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619574597&oldid=619574517,,,,,,,,,,,,,,,,,,
619574754,68.198.123.75,103355,0,382874036,72,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619574754&oldid=619574597,/* Transmission */,,,,,,,,,,,,,,,,,
619574804,67.161.128.214,103354,-1,382874070,34,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619574804&oldid=619574754,/* Transmission */,,,,,,,,,,,,,,,,,
619574926,71.248.165.201,103353,-1,382874139,69,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619574926&oldid=619574804,,,,,,,,,,,,,,,,,,
619575027,Doc James,103381,28,382874197,58,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619575027&oldid=619574926,simplified,,,,,,,,,,,,,,,,,
619575213,Doc James,103390,9,382874310,113,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619575213&oldid=619575027,wording,,,,,,,,,,,,,,,,,
619575265,Doc James,103387,-3,382874340,30,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619575265&oldid=619575213,,,,,,,,,,,,,,,,,,
619575470,Doc James,103381,-6,382874480,140,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619575470&oldid=619575265,/* Risk factors */ returned to defalt size,,,,,,,,,,,,,,,,,
619575629,Doc James,103377,-4,382874574,94,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619575629&oldid=619575470,/* Pathophysiology */ made own section per MEDMOS,,,,,,,,,,,,,,,,,
619575783,CFCF,103603,226,382874668,94,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619575783&oldid=619575629,/* Signs and symptoms */ adbominal pain,,,,,,,,,,,,,,,,,
619575839,Dale Arnett,103619,16,382874702,34,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619575839&oldid=619575783,/* 2014 outbreak */,,,,,,,,,,,,,,,,,
619575912,CFCF,103640,21,382874746,44,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619575912&oldid=619575839,/* Signs and symptoms */,,,,,,,,,,,,,,,,,
619576079,Doc James,102463,-1177,382874845,99,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619576079&oldid=619575912,/* Risk factors */ heading adjusted,,,,,,,,,,,,,,,,,
619576781,Doc James,102235,-228,382875274,429,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619576781&oldid=619576079,/* Causes */ adjusted,,,,,,,,,,,,,,,,,
619576805,CFCF,102593,358,382875291,17,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619576805&oldid=619576781,/* Bleeding */ some notes on bleedning,,,,,,,,,,,,,,,,,
619576900,CFCF,102594,1,382875340,49,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619576900&oldid=619576805,/* Bleeding */ spelling,,,,,,,,,,,,,,,,,
619576924,Doc James,98986,-3608,382875356,16,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619576924&oldid=619576900,/* Entry */ on subpage,,,,,,,,,,,,,,,,,
619577057,Doc James,98184,-802,382875425,69,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619577057&oldid=619576924,/* Structure */ trimmed to summary,,,,,,,,,,,,,,,,,
619577092,CFCF,98191,7,382875441,16,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619577092&oldid=619577057,/* Bleeding */,,,,,,,,,,,,,,,,,
619577448,Doc James,98129,-62,382875639,198,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619577448&oldid=619577092,/* Prevention */ heading,,,,,,,,,,,,,,,,,
619577583,Doc James,98137,8,382875716,77,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619577583&oldid=619577448,simplified,,,,,,,,,,,,,,,,,
619577813,Doc James,98378,241,382875849,133,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619577813&oldid=619577583,/* Virology */,,,,,,,,,,,,,,,,,
619577921,Doc James,98384,6,382875904,55,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619577921&oldid=619577813,/* Virology */,,,,,,,,,,,,,,,,,
619577986,Doc James,98135,-249,382875940,36,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619577986&oldid=619577921,/* Virology */ fixed,,,,,,,,,,,,,,,,,
619578222,Doc James,91807,-6328,382876079,139,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619578222&oldid=619577986,/* Classification */ moved to [[Ebola virus]],,,,,,,,,,,,,,,,,
619578301,Doc James,91808,1,382876113,34,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619578301&oldid=619578222,/* Classification */ formatted,,,,,,,,,,,,,,,,,
619578575,Doc James,91808,0,382876254,141,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619578575&oldid=619578301,/* Virology */,,,,,,,,,,,,,,,,,
619578699,Doc James,91820,12,382876317,63,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619578699&oldid=619578575,/* Reservoir */ wording,,,,,,,,,,,,,,,,,
619578919,Prokaryotes,92573,753,382876413,96,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619578919&oldid=619578699,/* Recent research */ Re-adding, not covered yet, above part is about a vaccine this here is a post treatment,,,,,,,,,,,,,,,
619579002,Doc James,92549,-24,382876465,52,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619579002&oldid=619578919,/* Signs and symptoms */ wording,,,,,,,,,,,,,,,,,
619579262,Doc James,91087,-1462,382876614,149,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619579262&oldid=619579002,/* Virology */ already on subpage,,,,,,,,,,,,,,,,,
619579507,Doc James,91080,-7,382876752,138,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619579507&oldid=619579262,/* Signs and symptoms */ simplified,,,,,,,,,,,,,,,,,
619579894,Doc James,90954,-126,382876959,207,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619579894&oldid=619579507,/* Signs and symptoms */ newer secondary source,,,,,,,,,,,,,,,,,
619580550,Doc James,90463,-491,382877341,382,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619580550&oldid=619579894,/* Signs and symptoms */ added refs,,,,,,,,,,,,,,,,,
619580576,163.230.251.197,90467,4,382877358,17,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619580576&oldid=619580550,/* Bleeding */,,,,,,,,,,,,,,,,,
619580615,Mz7,90463,-4,382877377,19,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619580615&oldid=619580576,Reverted edits by [[Special:Contributions/163.230.251.197|163.230.251.197]] ([[User talk:163.230.251.197|talk]]): [[WP:SANDBOX|editing tests]] ([[WP:HG|HG]]),,,,,,,,,,,,,,,,,
619581099,Doc James,90464,1,382877721,344,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619581099&oldid=619580615,/* Signs and symptoms */ organized,,,,,,,,,,,,,,,,,
619581273,Doc James,90485,21,382877834,113,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619581273&oldid=619581099,/* Signs and symptoms */ moved,,,,,,,,,,,,,,,,,
619581456,Doc James,90485,0,382877952,118,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619581456&oldid=619581273,/* References */,,,,,,,,,,,,,,,,,
619581600,Doc James,90484,-1,382878042,90,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619581600&oldid=619581456,/* Signs and symptoms */,,,,,,,,,,,,,,,,,
619581644,Doc James,90483,-1,382878066,24,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619581644&oldid=619581600,/* Bleeding */,,,,,,,,,,,,,,,,,
619581774,Doc James,90481,-2,382878134,68,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619581774&oldid=619581644,/* Reservoir */,,,,,,,,,,,,,,,,,
619581935,Doc James,90504,23,382878232,98,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619581935&oldid=619581774,/* Causes */ simplified wording,,,,,,,,,,,,,,,,,
619582065,Doc James,90334,-170,382878312,80,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619582065&oldid=619581935,/* Transmission */ reduced repitition,,,,,,,,,,,,,,,,,
619582756,Doc James,85559,-4775,382878703,391,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619582756&oldid=619582065,/* Diagnosis */ replaced bunch of primary sources with a secondary one,,,,,,,,,,,,,,,,,
619583234,Doc James,85579,20,382878985,282,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619583234&oldid=619582756,/* Signs and symptoms */,,,,,,,,,,,,,,,,,
619583383,Doc James,85608,29,382879065,80,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619583383&oldid=619583234,/* Diagnosis */ moved,,,,,,,,,,,,,,,,,
619583470,Doc James,85605,-3,382879113,48,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619583470&oldid=619583383,/* Differential diagnosis */,,,,,,,,,,,,,,,,,
619584019,Slenderdan,85641,36,382879414,301,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619584019&oldid=619583470,/* 2014 outbreak */,,,,,,,,,,,,,,,,,
619584095,Slenderdan,85642,1,382879451,37,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619584095&oldid=619584019,/* 2014 outbreak */,,,,,,,,,,,,,,,,,
619588233,Mikael Häggström,85863,221,382882124,2673,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619588233&oldid=619584095,/* Signs and symptoms */ + Image of symptoms,,,,,,,,,,,,,,,,,
619588489,Axl,85861,-2,382882282,158,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619588489&oldid=619588233,/* Differential diagnosis */ EVD & Marburg,,,,,,,,,,,,,,,,,
619588976,Axl,86291,430,382882637,355,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619588976&oldid=619588489,/* Differential diagnosis */ reference,,,,,,,,,,,,,,,,,
619589384,Redav,86290,-1,382882895,258,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619589384&oldid=619588976,/* Reservoir */ in which the [[index case|first cases]]s => in which the [[index case|first cases]],,,,,,,,,,,,,,,,,
619589448,Redav,86291,1,382882935,40,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619589448&oldid=619589384,/* Reservoir */ in which the [[index case|first cases]]s => in which the [[index case|first cases]],,,,,,,,,,,,,,,,,
619589540,Doc James,86291,0,382882999,64,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619589540&oldid=619589448,/* Signs and symptoms */ ebola should be capatalized,,,,,,,,,,,,,,,,,
619589583,Redav,86290,-1,382883026,27,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619589583&oldid=619589540,/* Reservoir */the [[index case|first cases]]s => the [[index case|first case]]s,,,,,,,,,,,,,,,,,
619589980,Redav,86293,3,382883294,268,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619589980&oldid=619589583,/* Prognosis */ by the occurrence long term problems => by the occurrence of long term problem,,,,,,,,,,,,,,,,,
619590342,Doc James,86353,60,382883540,246,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619590342&oldid=619589980,/* Causes */,,,,,,,,,,,,,,,,,
619590733,Doc James,86356,3,382883787,247,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619590733&oldid=619590342,/* Other animals */ clarified,,,,,,,,,,,,,,,,,
619591447,Doc James,86621,265,382884239,452,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619591447&oldid=619590733,/* Causes */ added,,,,,,,,,,,,,,,,,
619592208,Boghog,86500,-121,382884698,459,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619592208&oldid=619591447,/* Recent research */ consistent citation formatting,,,,,,,,,,,,,,,,,
619592502,Boghog,86870,370,382884860,162,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619592502&oldid=619592208,/* Recent research */ rescued orphan citation,,,,,,,,,,,,,,,,,
619592928,Boghog,86915,45,382885107,247,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619592928&oldid=619592502,/* Recent research */ combined repeated citation,,,,,,,,,,,,,,,,,
619593253,24.47.69.119,86971,56,382885302,195,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619593253&oldid=619592928,,,,,,,,,,,,,,,,,,
619593368,Boghog,87287,316,382885367,65,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619593368&oldid=619593253,/* Behavioral changes */ rescued orphan ref,,,,,,,,,,,,,,,,,
619593635,Boghog,87431,144,382885566,199,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619593635&oldid=619593368,/* Domestic animals */ ref reformatting,,,,,,,,,,,,,,,,,
619593765,174.51.135.207,87432,1,382885649,83,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619593765&oldid=619593635,,,,,,,,,,,,,,,,,,
619593917,Boghog,87405,-27,382885779,130,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619593917&oldid=619593765,/* Diagnosis */ consistent citation formatting,,,,,,,,,,,,,,,,,
619594129,98.255.130.54,87349,-56,382885932,153,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619594129&oldid=619593917,vandal fix,,,,,,,,,,,,,,,,,
619594420,Boghog,87387,38,382886121,189,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619594420&oldid=619594129,/* Signs and symptoms */ tweak cite,,,,,,,,,,,,,,,,,
619594679,24.47.69.119,87442,55,382886297,176,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619594679&oldid=619594420,,,,,,,,,,,,,,,,,,
619594936,2602:306:CD23:B830:78D9:E43:4FD4:548D,87443,1,382886468,171,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619594936&oldid=619594679,/* Transmission */ typo,,,,,,,,,,,,,,,,,
619595016,Milo03,87432,-11,382886519,51,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619595016&oldid=619594936,Update some of the external links to point to the proper (redirected) locations.,,,,,,,,,,,,,,,,,
619596103,95.199.2.244,87376,-56,382887254,735,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619596103&oldid=619595016,fixed vandalism,,,,,,,,,,,,,,,,,
619596312,Badnaam,87381,5,382887389,135,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619596312&oldid=619596103,added july to date,,,,,,,,,,,,,,,,,
619598000,89.134.118.225,87688,307,382888435,1046,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619598000&oldid=619596312,,,,,,,,,,,,,,,,,,
619598293,Doc James,87684,-4,382888608,173,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619598293&oldid=619598000,,,,,,,,,,,,,,,,,,
619609514,Vfrickey,88703,1019,382895791,7183,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619609514&oldid=619598293,/* History */ Added missing  but important material to fix the fragmentary reference to the Reston ebolavirus incident (edited with [[User:ProveIt_GT|ProveIt]]),,,,,,,,,,,,,,,,,
619609632,Vfrickey,88705,2,382895870,79,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619609632&oldid=619609514,"/* History */ substituted ""which"" for ""who"" in reference to monkeys",,,,,,,,,,,,,,,,,
619610032,67.246.112.130,88707,2,382896150,280,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619610032&oldid=619609632,,,,,,,,,,,,,,,,,,
619610327,Vfrickey,88699,-8,382896349,199,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619610327&oldid=619610032,/* History */ corrected name of Hazelton Research Products in the text,,,,,,,,,,,,,,,,,
619610713,Gandydancer,88566,-133,382896628,279,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619610713&oldid=619610327,/* 2012 outbreaks */ I am updating the wording of this section,,,,,,,,,,,,,,,,,
619612390,Doc James,88566,0,382897737,1109,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619612390&oldid=619610713,/* References */,,,,,,,,,,,,,,,,,
619613242,Gandydancer,88567,1,382898327,590,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619613242&oldid=619612390,update wording,,,,,,,,,,,,,,,,,
619613844,Gandydancer,88571,4,382898703,376,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619613844&oldid=619613242,/* 2012 outbreaks */ wikilink,,,,,,,,,,,,,,,,,
619614905,24.90.105.63,88572,1,382899349,646,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619614905&oldid=619613844,Spelling fix,,,,,,,,,,,,,,,,,
619615650,Gandydancer,88707,135,382899820,471,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619615650&oldid=619614905,/* 2007 to 2011 */ update wording,,,,,,,,,,,,,,,,,
619615691,Doc James,88572,-135,382899863,43,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619615691&oldid=619615650,Reverted to revision 619614905 by [[Special:Contributions/24.90.105.63|24.90.105.63]] ([[User talk:24.90.105.63|talk]]): Why? ([[WP:TW|TW]]),,,,,,,,,,,,,,,,,
619615924,Doc James,88572,0,382900024,161,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619615924&oldid=619615691,wording,,,,,,,,,,,,,,,,,
619615998,Doc James,88568,-4,382900072,48,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619615998&oldid=619615924,wording,,,,,,,,,,,,,,,,,
619616200,Doc James,88553,-15,382900203,131,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619616200&oldid=619615998,/* Signs and symptoms */ shortened,,,,,,,,,,,,,,,,,
619616313,Doc James,88581,28,382900297,94,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619616313&oldid=619616200,/* Causes */ clarified,,,,,,,,,,,,,,,,,
619617247,Doc James,88024,-557,382901111,814,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=619617247&oldid=619616313,/* Behavioral changes */ updating,,,,,,,,,,,,,,,,,
