revision id, username, article size after edit (bytes),change in article size from edit (bytes), time of edit (seconds from first edit),time since last edit (seconds), URL to view diff, comments associated with edit,,,,,,,,,,,
521040700,Semitransgenic,130302,-701,318636087,945,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521040700&oldid=521038769,/* Europe */ let's stick to citing [[WP:SECONDARY]] rather than presenting an editorial interpenetration of a [[WP:PRIMARY]] source.,,,,,,,,,,,
521041272,Semitransgenic,130578,276,318636470,383,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521041272&oldid=521040700,/* Europe */ adding Spanish news item.,,,,,,,,,,,
521042929,Semitransgenic,131296,718,318637487,1017,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521042929&oldid=521041272,/* Europe */ further background on Spain's role.,,,,,,,,,,,
521043809,Semitransgenic,131332,36,318637988,501,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521043809&oldid=521042929,/* Europe */ format, update cites,,,,,,,,,,
521043938,Semitransgenic,131320,-12,318638067,79,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521043938&oldid=521043809,/* Europe */,,,,,,,,,,,
521047499,Semitransgenic,131319,-1,318640238,2171,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521047499&oldid=521043938,/* Europe */,,,,,,,,,,,
521047831,Semitransgenic,131327,8,318640405,167,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521047831&oldid=521047499,/* Europe */,,,,,,,,,,,
521048075,Semitransgenic,131331,4,318640533,128,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521048075&oldid=521047831,/* Europe */,,,,,,,,,,,
521048204,Semitransgenic,131328,-3,318640612,79,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521048204&oldid=521048075,/* Europe */,,,,,,,,,,,
521054806,Semitransgenic,131367,39,318644077,3465,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521054806&oldid=521048204,/* Europe */,,,,,,,,,,,
521055195,Semitransgenic,131363,-4,318644269,192,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521055195&oldid=521054806,/* Europe */,,,,,,,,,,,
521057031,Semitransgenic,131357,-6,318645138,869,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521057031&oldid=521055195,/* Europe */ clarify,,,,,,,,,,,
521058923,Semitransgenic,131410,53,318646032,894,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521058923&oldid=521057031,/* Europe */  clarify context of Stapleton's quote,,,,,,,,,,,
521059307,Semitransgenic,131406,-4,318646192,160,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521059307&oldid=521058923,/* Europe */,,,,,,,,,,,
521063913,Semitransgenic,131416,10,318648300,2108,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521063913&oldid=521059307,/* Europe */ amend to account for changes,,,,,,,,,,,
521105247,Semitransgenic,134234,2818,318666438,18138,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521105247&oldid=521063913,lobbying in the UK of interest to our British readers.,,,,,,,,,,,
521138645,Jytdog,134240,6,318683242,16804,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521138645&oldid=521105247,"Undid revision 521057031 by [[Special:Contributions/Semitransgenic|Semitransgenic]] ([[User talk:Semitransgenic|talk]]) change was active voice ""the cables indicated"" to passive voice ""the belief was"".  This is less clear - leaves question ""who believed"".",,,,,,,,,,,
521156794,Jytdog,133875,-365,318693961,10719,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521156794&oldid=521138645,Arc de Ciel was right - the guardian article makes it clear that several of these people were unhappy to have been named as targets to be approached," and it is too much detail anyway.  and that statement about science writer ""being approached"" was untrue",,,,,,,,,,
521158806,Jytdog,132996,-879,318695449,1488,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521158806&oldid=521156794,/* Europe */ as discussed in talk, removed POV Guardian article and replaced with Euractive article which is NPOV.,,,,,,,,,,
521186396,Semitransgenic,134234,1238,318718709,23260,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521186396&oldid=521158806,incorrect you did not discuss this.,,,,,,,,,,,
521192260,Semitransgenic,134242,8,318722451,3742,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521192260&oldid=521186396,"/* Europe */ as explained in  ""España nos pide que presionemos a Bruselas a favor de los transgénicos""",,,,,,,,,,,
521195270,Jytdog,134262,20,318724348,1897,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521195270&oldid=521192260,"/* Europe */ El pais article says there was a ""widespread belief in biotechnology industry that""... prior edit said ""the biotechnology industry believed that""  let's use that EL Pais version. ""biotechnology industry"" is not one entity",,,,,,,,,,,
521262739,Sunrise,134251,-11,318757390,33042,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521262739&oldid=521195270,/* Lobbying */ the UK is part of Europe,,,,,,,,,,,
521280939,BG19bot,133706,-545,318766262,8872,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521280939&oldid=521262739,Remove link to the title inside the text (CheckWiki error 48).  Do [[Wikipedia:GENFIXES|general fixes]] if necessary using [[Project:AWB|AWB]] (8512),,,,,,,,,,,
521356922,Semitransgenic,133716,10,318815496,49234,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521356922&oldid=521280939,UK specific lobbying. European lobbying impacts a number of states simultaneously. Also, UK = a non-Euro currency member of the EU, not a country within continental Europe,,,,,,,,,
521359057,Semitransgenic,134309,593,318816687,1191,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521359057&oldid=521356922,/* Lobbying */ additional sources,,,,,,,,,,,
521361478,Semitransgenic,134650,341,318818124,1437,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521361478&oldid=521359057,/* United States */ cite,,,,,,,,,,,
521361800,Semitransgenic,134599,-51,318818314,190,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521361800&oldid=521361478,/* United States */,,,,,,,,,,,
521362179,Semitransgenic,134605,6,318818529,215,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521362179&oldid=521361800,/* United States */,,,,,,,,,,,
521362505,Semitransgenic,134610,5,318818698,169,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521362505&oldid=521362179,/* United States */,,,,,,,,,,,
521363317,Semitransgenic,134806,196,318819120,422,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521363317&oldid=521362505,/* Europe */ add cite,,,,,,,,,,,
521390638,Jytdog,134811,5,318832267,13147,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521390638&oldid=521363317,"/* Europe */ changed to ""working on behalf of the Spanish government and Monsanto""",,,,,,,,,,,
521409334,Sunrise,134626,-185,318840818,8551,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521409334&oldid=521390638,formatting refs,,,,,,,,,,,
521409814,Sunrise,134638,12,318841046,228,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521409814&oldid=521409334,/* Europe */ Fair enough...not sure why this enough of an issue to revert over it. Clarifying.,,,,,,,,,,,
521410913,Sunrise,134533,-105,318841556,510,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521410913&oldid=521409814,/* Continental Europe */ see talk,,,,,,,,,,,
521411508,Sunrise,134530,-3,318841820,264,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521411508&oldid=521410913,/* Political contributions */ grammar," also ""transform"" -> ""change"" which is less subjective",,,,,,,,,,
521412854,Semitransgenic,134533,3,318842385,565,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521412854&oldid=521411508,"Undid revision 521411508 by [[Special:Contributions/Arc de Ciel|Arc de Ciel]] ([[User talk:Arc de Ciel|talk]]) not wishing to be picky buy EuropBio itself uses the word in stating ""Transforming Europe’s position on GM food""",,,,,,,,,,,
521416032,Semitransgenic,134529,-4,318843759,1374,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521416032&oldid=521412854,/* Continental Europe */  this is currently under discussion, for now let's adhere to what the sources state.,,,,,,,,,,
521433088,Jytdog,134533,4,318851594,7835,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521433088&oldid=521416032,Undid revision 521416032 by [[Special:Contributions/Semitransgenic|Semitransgenic]] ([[User talk:Semitransgenic|talk]]) This IS what the source, the other sources, and the cable say.   The quote is POV.  if the discussion yields it is not this can go back,,,,,,,,,
521437689,Semitransgenic,134529,-4,318853818,2224,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521437689&oldid=521433088,Undid revision 521433088 by [[Special:Contributions/Jytdog|Jytdog]] ([[User talk:Jytdog|talk]]) no consensus for this, the quote is as stated in the source.,,,,,,,,,,
521439738,Jytdog,134592,63,318854796,978,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521439738&oldid=521437689,/* Continental Europe */ ok added spanish government request part to the sentence and left quote alone for now,,,,,,,,,,,
521475656,Austinhulk,134613,21,318875263,20467,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521475656&oldid=521439738,/* See also */,,,,,,,,,,,
521504019,Jytdog,134592,-21,318897810,22547,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521504019&oldid=521475656,Undid revision 521475656 by [[Special:Contributions/Austinhulk|Austinhulk]] ([[User talk:Austinhulk|talk]]) vandalism,,,,,,,,,,,
521505102,Jytdog,134539,-53,318898344,534,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521505102&oldid=521504019,"/* Continental Europe */ deleted ""The science writer [[Mark Lynas]] was also approached""  This is not true.  He was on the list of people to be approached.  In article he denies having ever talked to them",,,,,,,,,,,
521505446,Semitransgenic,135089,550,318898535,191,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521505446&oldid=521505102,/* United States */ update with latest cites.,,,,,,,,,,,
521505621,Semitransgenic,135082,-7,318898631,96,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521505621&oldid=521505446,/* United States */,,,,,,,,,,,
521505929,Semitransgenic,135086,4,318898807,176,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521505929&oldid=521505621,/* United States */,,,,,,,,,,,
521506045,Jytdog,135084,-2,318898888,81,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521506045&oldid=521505929,/* Continental Europe */ typo, left period from last edit,,,,,,,,,,
521625532,Sunrise,135075,-9,318957578,58690,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521625532&oldid=521506045,presumably you didn't intend to undo the grammar,,,,,,,,,,,
521626129,Sunrise,135054,-21,318957966,388,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521626129&oldid=521625532,/* Political contributions */ continuing,,,,,,,,,,,
521626550,Sunrise,135045,-9,318958201,235,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521626550&oldid=521626129,"/* Political contributions */ consolidate headings since there's only one heading under ""political contributions""",,,,,,,,,,,
521628486,Sunrise,134132,-913,318959426,1225,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521628486&oldid=521626550,/* United States */ Tracked down the original source, which has the specific number; rmv some cites that are now superfluous; move other cite to the end; misc. If you have objections, please only revert the parts that you object to...,,,,,,,,,
521630271,Sunrise,134041,-91,318960456,1030,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521630271&oldid=521628486,/* United States */ actually, this is really an oversimplification; replaced with a link to the main discussion,,,,,,,,,,
521631080,Sunrise,133979,-62,318960947,491,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521631080&oldid=521630271,"/* UK */ concision - e.g. ""declined to offer full details"" is redundant with ""only""", etc,,,,,,,,,,
521652302,Maproom,133983,4,318977467,16520,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521652302&oldid=521631080,/* Seeds */ italicised binomial,,,,,,,,,,,
521653377,Semitransgenic,134074,91,318978261,794,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521653377&oldid=521652302,Undid revision 521630271 by [[Special:Contributions/Arc de Ciel|Arc de Ciel]] ([[User talk:Arc de Ciel|talk]]) let's leave a summary here, an in-text prompt to go to another page is unusual.,,,,,,,,,,
521817467,Semitransgenic,134963,889,319070667,92406,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521817467&oldid=521653377,update to reflect chronology,,,,,,,,,,,
521817804,Semitransgenic,134551,-412,319070830,163,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521817804&oldid=521817467,/* United States */ undo duplication,,,,,,,,,,,
521820969,Semitransgenic,135596,1045,319072683,1853,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521820969&oldid=521817804,/* UK */ ASA ruling,,,,,,,,,,,
521823100,Semitransgenic,135852,256,319073850,1167,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521823100&oldid=521820969,add cite,,,,,,,,,,,
521824153,Semitransgenic,136180,328,319074352,502,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521824153&oldid=521823100,/* United States */ update,,,,,,,,,,,
521829880,Semitransgenic,137280,1100,319077358,3006,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521829880&oldid=521824153,/* Political contributions and lobbying */ move BIO mention to US section,,,,,,,,,,,
521834193,Jytdog,137253,-27,319079570,2212,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521834193&oldid=521829880,moved UK advertising legal action to legal action sections (similar french and NY actions are there too), removed extra white spaces,,,,,,,,,,
521839990,Semitransgenic,134360,-2893,319082211,2641,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521839990&oldid=521834193,/* Other legal action - As defendant */  relocating,,,,,,,,,,,
521840299,Semitransgenic,137278,2918,319082332,121,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521840299&oldid=521839990,/* Other legal actions */ section specific to false advertising,,,,,,,,,,,
521842182,Jytdog,137278,0,319083180,848,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521842182&oldid=521840299,other legal actions section is for cases where Monsanto was neither plaintiff nor defendant but was involved.  false advertising has monsanto in defendant role.  move new section there.,,,,,,,,,,,
521845686,Semitransgenic,137311,33,319084713,1533,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521845686&oldid=521842182,"/* Legal issues */  change to mirror ""outside"" title",,,,,,,,,,,
521845933,Semitransgenic,137311,0,319084815,102,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521845933&oldid=521845686,/* Controversies and legal actions outside the US */ as before,,,,,,,,,,,
521846334,Semitransgenic,137318,7,319084961,146,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521846334&oldid=521845933,/* Legal actions and controversies within the US */ North America --> Canadian activities are mentioned,,,,,,,,,,,
521846622,Semitransgenic,136956,-362,319085080,119,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521846622&oldid=521846334,/* As plaintiff */ moving,,,,,,,,,,,
521846923,Semitransgenic,137321,365,319085195,115,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521846923&oldid=521846622,/* Argentina */  relates specifically to Argentina,,,,,,,,,,,
521847058,Semitransgenic,137317,-4,319085251,56,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521847058&oldid=521846923,/* Argentina */,,,,,,,,,,,
521847616,Semitransgenic,139278,1961,319085472,221,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521847616&oldid=521847058,/* Legal actions and controversies outside the US */  patent filed in Geneva, not US.,,,,,,,,,,
521847877,Semitransgenic,137279,-1999,319085586,114,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521847877&oldid=521847616,/* Patent applications and Patents - Filings and Litigation */  reflect changes,,,,,,,,,,,
521848158,Semitransgenic,137258,-21,319085701,115,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521848158&oldid=521847877,/* Legal actions and controversies within North America */,,,,,,,,,,,
521849170,Semitransgenic,137272,14,319086123,422,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521849170&oldid=521848158,/* Legal actions and controversies within North America */ relevant notable case as see also links,,,,,,,,,,,
521849328,Semitransgenic,137235,-37,319086193,70,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521849328&oldid=521849170,/* Other legal action - As plaintiff or appellant */ linked above,,,,,,,,,,,
521849706,Semitransgenic,137208,-27,319086337,144,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521849706&oldid=521849328,/* Political contributions and lobbying */,,,,,,,,,,,
521854148,Jytdog,135247,-1961,319088178,1841,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521854148&oldid=521849706,Undid revision 521847616 by [[Special:Contributions/Semitransgenic|Semitransgenic]] ([[User talk:Semitransgenic|talk]]) Patent application was a PCT  - filed in the US at WIPO, and published electronically by WIPO.  you don't understand patenting.,,,,,,,,,,
521859006,Jytdog,137271,2024,319090217,2039,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521859006&oldid=521854148,restored filings section - again this was international patent application filed in the US.  see here for more info http://en.wikipedia.org/wiki/Patent_Cooperation_Treaty,,,,,,,,,,,
521860554,Jytdog,137666,395,319090894,677,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521860554&oldid=521859006,/* Filings */ added citations to published PCT applications (which US priority applications),,,,,,,,,,,
521864690,Jytdog,137661,-5,319092481,1587,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521864690&oldid=521860554,semitransgenics set up a splitting by section of legal actions between N America and rest of world.  Added 3rd section, patent-related matterrs, and sorted matter into the 3 sections,,,,,,,,,
521865849,Semitransgenic,137686,25,319092895,414,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521865849&oldid=521864690,/* Europe */ +,,,,,,,,,,,
521868795,Jytdog,137687,1,319094042,1147,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521868795&oldid=521865849,/* Legal actions and controversies */ moved patent intro to patent section,,,,,,,,,,,
521871600,Jytdog,137686,-1,319095060,1018,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521871600&oldid=521868795,Undid revision 521868795 by [[Special:Contributions/Jytdog|Jytdog]] ([[User talk:Jytdog|talk]]) bad change,,,,,,,,,,,
521872026,Jytdog,137660,-26,319095238,178,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521872026&oldid=521871600,"/* Europe */ deleted ""false advertising"" header left over from prior organization scheme that was not by region",,,,,,,,,,,
521876071,Semitransgenic,137686,26,319096941,1703,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521876071&oldid=521872026,"Undid revision 521872026 by [[Special:Contributions/Jytdog|Jytdog]] ([[User talk:Jytdog|talk]]) wasn't ""left over.""",,,,,,,,,,,
521887052,192.150.10.200,137687,1,319101179,4238,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521887052&oldid=521876071,,,,,,,,,,,,
521949991,Sunrise,137699,12,319130684,29505,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521949991&oldid=521887052,/* United States */ would have,,,,,,,,,,,
521950362,Sunrise,137389,-310,319130936,252,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521950362&oldid=521949991,/* Continental Europe */ No response on talk page, thus making my edit again. As I said," feel free to insert a ""such as"" clause.",,,,,,,,,
521951166,Sunrise,136491,-898,319131587,651,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521951166&oldid=521950362,/* United States */ Figured out a way to insert a wikilink, which is the proper way to do this. Also removed duplicated citations. Also note that your rewording introduced biased language; see [[WP:W2W]].,,,,,,,,,,
521951777,Sunrise,136427,-64,319132116,529,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521951777&oldid=521951166,ref formatting,,,,,,,,,,,
521952384,Sunrise,136400,-27,319132610,494,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521952384&oldid=521951777,"concision; also rmv W2W ""accuse""",,,,,,,,,,,
521953125,Sunrise,136301,-99,319133212,602,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521953125&oldid=521952384,"/* United States */ Grammar and concision. ""That provides"" makes the sentence ambiguous (probably was supposed to be ""which"")", but quote is unnecessary anyways; etc,,,,,,,,,,
521953868,Sunrise,136296,-5,319133739,527,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521953868&oldid=521953125,misc fixes,,,,,,,,,,,
521996913,Semitransgenic,136395,99,319159378,25639,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=521996913&oldid=521953868,Undid revision 521953125 by [[Special:Contributions/Arc de Ciel|Arc de Ciel]] ([[User talk:Arc de Ciel|talk]]) quoted as it appears on the organisations website.,,,,,,,,,,,
522189443,Jytdog,136323,-72,319253866,94488,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522189443&oldid=521996913,/* United States */ added wikilink for [[trade association]] - quoted information not necessary, it is what trade associations do.  semitransgenic wants the article shorter but keeps introducing detail that is not necessary. strange,,,,,,,,,,
522194616,Semitransgenic,136395,72,319256055,2189,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522194616&oldid=522189443,Undid revision 522189443 by [[Special:Contributions/Jytdog|Jytdog]] ([[User talk:Jytdog|talk]]) not sure why you keep representing me, never said anything about making this shorter.,,,,,,,,,,
522195380,Semitransgenic,136399,4,319256379,324,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522195380&oldid=522194616,/* United States */ misrepresenting rather,,,,,,,,,,,
522199535,Semitransgenic,136401,2,319258383,2004,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522199535&oldid=522195380,/* United States */ ce,,,,,,,,,,,
522234352,Semitransgenic,137809,1408,319273174,14791,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522234352&oldid=522199535,/* Brazil */ +,,,,,,,,,,,
522237108,Semitransgenic,138229,420,319274446,1272,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522237108&oldid=522234352,/* As defendant */ cite cease and desist order,,,,,,,,,,,
522237528,Semitransgenic,138370,141,319274666,220,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522237528&oldid=522237108,/* As defendant */,,,,,,,,,,,
522239013,Semitransgenic,138325,-45,319275373,707,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522239013&oldid=522237528,consolidate multiple instances of false advertising to one section. Warrants being addressed separately.,,,,,,,,,,,
522251285,Jytdog,137766,-559,319281254,5881,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522251285&oldid=522239013,/* False advertising */ reverted changes to NY State.  The document from mindfully.org posted on huffpost is not a reliable source.  could be from anywhere, written by anyone. i saw this myself and passed it over when i added orginal text,,,,,,,,,,
522258921,FrescoBot,137738,-28,319285500,4246,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522258921&oldid=522251285,Bot: [[User:FrescoBot/Links|link syntax/spacing]] and minor changes,,,,,,,,,,,
522603984,Kaldari,137734,-4,319484771,199271,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522603984&oldid=522258921,/* 1997 WTVT news story */ spaces,,,,,,,,,,,
522935997,Jytdog,140193,2459,319641706,156935,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522935997&oldid=522603984,/* Patent applications and Patents - Filings and Litigation */ added information on issued patents and on expiration of glyphosate-resistant soybean patents in 2014,,,,,,,,,,,
522937665,Jytdog,140470,277,319642740,1034,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522937665&oldid=522935997,/* Patents */ fixed refs and added canadian patent in Schmeiser case,,,,,,,,,,,
522937895,Jytdog,140522,52,319642870,130,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522937895&oldid=522937665,/* Patent applications and Patents - Filings and Litigation */ added citation for this patent being the one in the Schmeiser case,,,,,,,,,,,
522938227,Jytdog,140733,211,319643055,185,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522938227&oldid=522937895,/* Patents */ added one more ref for discussion/interest in soybean industry over expiration of patent,,,,,,,,,,,
522938584,Jytdog,140981,248,319643278,223,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522938584&oldid=522938227,/* As plaintiff */ filled out ref,,,,,,,,,,,
522938740,Jytdog,140982,1,319643380,102,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522938740&oldid=522938584,/* As plaintiff */ finished fixing ref,,,,,,,,,,,
522939096,Jytdog,141006,24,319643591,211,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=522939096&oldid=522938740,"/* Other legal actions in North America */ made new section for ""investigations"" under legal actions and put antitrust investigation there.  neither a plaintiff nor defendant.  also not ""not involved""",,,,,,,,,,,
523101026,Awunderlich90,147115,6109,319730894,87303,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=523101026&oldid=522939096,Added in management strategies,,,,,,,,,,,
523101525,Awunderlich90,141006,-6109,319731224,330,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=523101525&oldid=523101026,Undid revision 523101026 by [[Special:Contributions/Awunderlich90|Awunderlich90]] ([[User talk:Awunderlich90|talk]]),,,,,,,,,,,
523742375,71.92.242.128,141011,5,320055589,324365,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=523742375&oldid=523101525,/* History */,,,,,,,,,,,
524869834,69.178.193.237,141011,0,320664575,608986,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=524869834&oldid=523742375,,,,,,,,,,,,
524876805,Gandydancer,141011,0,320667867,3292,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=524876805&oldid=524869834,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/69.178.193.237|69.178.193.237]] ([[User talk:69.178.193.237|talk]]) to last version by 71.92.242.128,,,,,,,,,,,
525726403,140.88.208.185,140990,-21,321073912,406045,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=525726403&oldid=524876805,,,,,,,,,,,,
525727507,Chimino,141011,21,321074361,449,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=525727507&oldid=525726403,Undid revision 525726403 by [[Special:Contributions/140.88.208.185|140.88.208.185]] ([[User talk:140.88.208.185|talk]]) incorrect change,,,,,,,,,,,
526023940,Teh klev,141570,559,321239492,165131,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=526023940&oldid=525727507,DOJ closes inquiry.,,,,,,,,,,,
526024550,Teh klev,141818,248,321239855,363,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=526024550&oldid=526023940,Use proper citation template.,,,,,,,,,,,
526038061,Jytdog,142254,436,321246460,6605,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=526038061&oldid=526024550,/* 2009 antitrust investigation */ added NPOV reference for closing the investigation.   Kept Mother Jones article but now in context of expression of frustation of those who wanted DOJ to release information,,,,,,,,,,,
526275955,24.187.64.172,142242,-12,321367813,121353,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=526275955&oldid=526038061,/* History */ not part of series,,,,,,,,,,,
526507850,79.234.95.46,142243,1,321490865,123052,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=526507850&oldid=526275955,,,,,,,,,,,,
527072585,74.192.47.170,142245,2,321777132,286267,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=527072585&oldid=526507850,/* As defendant */ Rearranged sentence to say that Dow was sued with Monsanto, not that Dow was one of the plaintiffs.,,,,,,,,,,
527262759,Jytdog,142255,10,321876528,99396,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=527262759&oldid=527072585,copyedit," added ""which was""",,,,,,,,,,
528112153,EmausBot,142263,8,322323817,447289,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=528112153&oldid=527262759,r2.7.3) (Robot: Modifying [[it:Monsanto]] to [[it:Monsanto Company]],,,,,,,,,,,
528913318,108.213.23.44,142299,36,322758260,434443,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=528913318&oldid=528112153,,,,,,,,,,,,
528913841,Jschnur,142263,-36,322758573,313,https://en.wikipedia.org/w/index.php?title=Monsanto&diff=528913841&oldid=528913318,Reverted edits by [[Special:Contributions/108.213.23.44|108.213.23.44]] ([[User talk:108.213.23.44|talk]]) to last revision by EmausBot ([[WP:HG|HG]]),,,,,,,,,,,
